book_title;author;reader_review;rating;label
La Peste;AlbertCamus;Avril 194. . , la pestes'installe en Algérie dans la ville d'Oran, chaque jour des cas mortels se multiplient. Pourtant la préfecture tarde à faire la déclaration de « l'état dela peste » car elle ne veut pas inquiéter l'opinion publique. Mais au bout de quelques semaines, face à l'urgence le préfet ordonne de fermer les portes de la ville. Oran est isolée, séparée et coupée du reste du monde, les habitants deviennent « les prisonniers dela peste », la ville ressemble à une condamnée à mort. L'épidémie progresse. . . La pestefrappe partout et garde la ville repliée sous elle. Elle devient une « affaire collective » et même ceux qui ne portent pas « cette cochonnerie de maladie » la porte dans leur coeur. La pesteouvre les yeux des habitants et force à penser et à réagir. Chaque individu choisit son camp et adopte une attitude propre à lui-même. Albert Camusillustre son récit avec des personnages principaux comme Rieux le docteur, Cottard le trafiquant, Grand l'employé de mairie, Paneloux le prêtre, Tarrou le chroniqueur, Rambert le journaliste etc. . . Chacun de ces protagonistes incarne une morale différente face au fléau et même si ces hommes sont en désaccord sur différents plans, ils s'avèrent des « hommes de bonne volonté » qui agissent pour vaincre ensemblela peste. Camus fait un rapprochement (sans le citer) dela pesteà la guerre et la montée du nazisme, et la lutte des hommes face au fléau représente la résistance. Les hommes occupent une place prépondérante dans son livre, comme sila pestene concernait que les hommes. Par conséquent on peut en déduire que les conflits ne sont qu'une histoire d'hommes ! La femme a une place au second rang, effacée, elle n'apparaît de temps à autre comme une douceur, un réconfort voire juste un soutien pour l'homme et non un être pensant. Dans son oeuvre, l'auteur dépeint une communauté qui partage la même lutte, il démontre que les effets du fléau sur l'homme peuvent changer des mentalités, des sentiments et une vision du monde. Il démontre surtout qu'on est tous égaux devant la mort. Une oeuvre de grande qualité, certains passages sont d'un réalisme terrifiant, la progression et les ravages dela pestesont décrits dans les moindres détails. La scène de l'agonie de l'enfant est un des passages les plus douloureux car nous assistons, impuissants, à sa souffrance et inévitablement à sa mort. L'enfant représente le symbole de l'innocence et pour le coup Camus frappe là où ça fait mal !;4.0;1
La Peste;AlbertCamus;Terriblement ennuyeux, contradictoire, personnages fades et robotisés, développements philosophiques sans aucun intérêt et rien ne permet de confirmer la possibilité d'un double niveau de lecture. Tout à fait décevant mais à l'image de l'étranger. Beaucoup de bruit pour rien.;0.5;-1
La Peste;AlbertCamus;Pourquoi relire La peste, lu il y a déjà tellement d'années ? Deux raisons. J'y avais déjà pensé lors de la « pandémie » Et puis la récente adaptation télévisée du livre a titillé à nouveau ma curiosité. Je me demandais si c'était plus inspiré du confinement que du livre. Et bien, des deux dirait-on. C'est assez fidèle au livre, mais il y a pas mal d'ajouts qui rendent le tout beaucoup plus vivant. Parce que j'ai trouvé le texte plutôt austère. Manque d'aération, de respiration, à la lecture. De longues réflexions parfois rébarbatives, des personnages un peu entremêlés apportant une certaine confusion. Je ne sais plus ce que j'en avais pensé à l'époque, mais là ça m'a semblé lourd.;3.0;0
La Peste;AlbertCamus;Je ne me rappelle pas si j'avais déjà lu La Peste d'Albert Camus. Mais ce que je sais, c'est que j'ai eu du mal à lire ce livre maintenant. Le sujet n'est pas facile. La peste, amenée par les rats, dans la ville d'Oran, va perturber la vie de l'ensemble des habitants. Au bout de quelques temps, les autorités vont décider de fermer la ville afin d'éviter la propagation de la maladie. Et ainsi des familles vont se retrouver séparées : impossible de sortir de la ville pour ceux qui ont été enfermés et impossible de rentrer dans la ville pour ceux qui n'y étaient pas. Chaque habitant aura sa propre attitude face à la maladie. Et certains se dévoueront pour leurs voisins, alors que d'autres auront une attitude très égoiste. Ce livre est sorti en 1947 et un parallèle peut être fait avec l'attitude des hommes face à la montée du nazisme et leur positionnement pendant la guerre qui a suivi. Cette lecture n'était pas inintéressante, mais j'ai eu beaucoup de mal à arriver au bout. Est-ce lié à la période difficile que nous vivons depuis un peu plus de 2 ans ? A relire ultérieurement.;3.0;0
La Peste;AlbertCamus;C'est pas que je n'aime pas les récits sur la peste...., c'est pas que je n'aime pas Camus....... mais les descriptions interminables, l'absence d'émotions, le ton distant, le style alambiqué, les personnages stéréotypés de ce texte m'ont empêchée, depuis des décennies (si, si), de l'apprécier contrairement à d'autres lecteurs/trices. Non, vraiment, je n'y arrive pas. Même en connaissant les autres niveaux de lecture de ce roman, il est totalement soporifique pour moi.;2.0;-1
La Peste;AlbertCamus;"Bon stop, je n'en peux plus ! Il faut que j'arrête vraiment de me forcer sur des livres qui sont vraiment insupportables à lire, c'est le cas avec ""La Peste"" de Camus. Je suis un peu déçu de devoir abandonner ce livre, car il est quand même très bien noté, mais l'histoire est vraiment ennuyeuse, les descriptions vraiment chiantes à la longue… Pour en arriver à la conclusion que non, c'est fini pour moi les Camus ! Je suis désolé ! Et ça faisait tellement longtemps que je n'ai pas abandonné un livre, ça fait toujours mal au coeur… Mais bon, on tourne la page et la prochaine lecture sera la meilleure ?";1.0;-1
La Peste;AlbertCamus;Ce livre n'a aucun intérêt aussi bien littéraire que historique. Si c'est ça du Camus, ce roman ne lui rends pas service ! Aucun personnage autochtone de l'Algérie, ce qui enlève misérablement un certain réalisme à l'histoire. Pas ou très peu de description de Oran. Que du factuel sur les rats, la maladie, les morts. Ce roman est très sommaire et insuffisant.;0.5;-1
La Peste;AlbertCamus;"Professeur de français, je n'avais pas luLa Peste(ouhhh, sortez-la ! ) Honteuse de cette faille, je l'ai finalement acheté et tenté de le lire il y a trois ans. Impossible, trop ennuyeux. Mais que m'arrivait-il donc ? Cet été, cela a été mon défi: ""tu lisLa pestejusqu'au bout où la honte s'abattra sur toi et ta descendance ! "" Commencé deux jours avant l'attentat de Nice, le propos dela pestes'est subitement illuminé devant mes yeux le 15 juillet: le voilà ce mal qu'on ne veut nommer parce qu'on n'en a pas le courage, parce que le nommer nous obligerait à agir ! le voilà ce mal qui en arrange bien quelques uns, dont d'autres se désintéressent parce qu'ils s'imaginent que ça ne les concernera pas, le voilà ce mal dont certains nient l'évidence ! Quel choc.";5.0;1
La Peste;AlbertCamus;"Ce roman publié en 1947 a rencontré un grand succès dès sa sortie. « Rien n'est moins spectaculaire qu'un fléau et, par leur durée même, les grands malheurs sont monotones » écrit Camus. C'est donc avec un souci constant d'objectivité que l'auteur nous entraîne dans ce qu'il appelle l'ordre dela peste« d'autant plus efficace qu'il était plus médiocre. ». C'est aussi la raison pour laquelle le style reste un peu « plat » sans réelle accroche. Les répétitions ne manquent pas à l'image de l'épidémie qui revient inexorablement avec la même rigueur sinistre et la même violence acharnée. « Tout le malheur du monde vient du fait que les hommes ne tiennent pas un langage clair et simplifié ». Nous dit Camus qui lui, utilise des mots simples dans ce roman. Le narrateur suit le docteur Rieux, personnage central de cette histoire. Il relate les choses telles qu'il les voit « selon la justice, la hideuse et dérisoire justice ». Oran est décrite comme une ville algérienne active mais sans attrait spécifique. Deux ou trois rats apparaissent agonisants sur le trottoir. le docteur Rieux constate impuissant qu'ils sont de plus en plus nombreux. Il comprend vite et ne baisse pas la garde . Des malades l'appellent. Les symptômes se répètent. Il tente de les soigner, en vain. Il lutte avec détermination contre la maladie, contre la souffrance mais les victimes se multiplient allant jusqu'à plus de cinq cents morts par jour. Il n'a plus d'illusions et la fatigue l'anéantit. Ses sentiments sont dit-il durcis et desséchés. Les habitants sont mis en quarantaine. Ils sont confinés. Soit ils acceptent soit ils s'évadent. La ville est fermée. Très vite les ressources manquent . C'est la misère. « La pesteavait supprimé les jugements de valeur. On acceptait tout en bloc. »C'est dans ce contexte déprimé, dans cette ambiance lourde que Camus illustre la solitude, l'isolement, la résignation pour certains, la violence pour d'autres. le courage ou la lâcheté s'animent au gré des portes qui se ferment, des cimetières qui s'ouvrent. C'est aussi un roman de combat, qui souligne la solidarité, la générosité, la solitude plus ou moins bien vécue, mais aussi les trafics en tous genres parce que l'homme s'adapte parfois aux opportunités qui s'offrent à lui. Camus a été journaliste avant de devenir écrivain. Cette fresque morbide, ce champ de l'horreur je l'ai lu comme un savant reportage. Savant, parce que tout est probablement juste, tant les descriptions cliniques que les mécanismes psychologiques. le plan est soigneusement travaillé et l'ordre quasiment militaire de l'avancement du fléau s'impose sans que le lecteur n'ait besoin de chercher d'autres sources. L'homme est seul, ou en groupe selon les parties du récit. Oran a connula pesteen 1557 et le Cimetière des pestiférés date d'ailleurs de cette période. Ce livre ne pourrait être que ce sinistre reportage d'une période de l'histoire. Albert Camusa probablement eu une autre étincelle en tête. Ce roman semble être aussi une allégorie de la guerre de 39-45. Je viens d'évoquer un ordre quasi-militaire. Alors oui, il y a clairement dans ce récit l'évocation du nazisme, de la guerre. La pestec'est aussi la folie des hommes. le chaos, l'embrigadement. le docteur Rieux se présente avec ses soldats : Tarrou, Panneloux, Cottard. Certains sont résignés d'autres deviennent de valeureux résistants. le confinement ressemble à s'y méprendre à un enfermement. Nous retrouvons : Les fosses communes, le four crématoire, « Les combattants des grandes guerres seulement appliqués à ne pas défaillir dans leur devoir et n'espérant plus ni opération décisive ni l'armistice. » « On peut voir passer « au coeur de chaque nuit d'étranges convois de tramways sans voyageurs, brimbalant au-dessus de la mer. « « de longues queues aux quatre coins de la ville devant les boutiques d'alimentation. » un peu plus loin « Plusieurs centaines de milliers d'hommes piétinèrent encore, pendant des semaines qui n'en finissaient pas. » On parle de peloton d'exécution et pire encore « Ils sont tous dans la fureur du meurtre et ils ne peuvent faire autrement. » « La sentinelle dela pestequi illumine le four peuplait les camps d'ombre aux mains vides. ». Un vocabulaire soigneusement choisi pour sa puissance évocatrice. La pestec'est aussi le mal. L'homme n'est plus confronté à une épidémie mais au mal par excellence. Camus saisit l'occasion de glisser un passage sur la religion, un autre sur la politique, sur la médecine. Il faut lutter nous dit-il. Lutter avec humilité et lucidité. Les grands discours sont vains. Il faut agir. J'ai relu avec jubilation Voyage au bout de la nuit il y a très peu de temps. Si l'ambiance générale du roman met en évidence le fait que Céline ne croit pas du tout dans la bonté des hommes Camus nous dit au contraire qu ""il y a dans les hommes plus de choses à admirer que de choses à mépriser. ». C'est je crois, la colonne vertébrale de toute son oeuvre même lorsqu'il évoque le pire des fléaux. Son empathie allège parfois le sujet de l'histoire qu'il raconte. Ce roman n'est pas un moment de plaisir j'en conviens et je ne suis pas étonnée de voir qu'au fil des années qui passent les élèves peinent toujours à lire « La peste ». Mais je l'ai vécu comme un roman d'étude lucide et convaincant. Un roman ou les mots simples, directs sont souvent l'occasion de méditer sur de grands sujets, sur de grands sentiments. Un récit sur l'amour, sur la souffrance et sur l'exil. Un livre d'action ou l'auteur nous demande d'ouvrir les yeux et de rester humain. C'est à mon avis un très grand roman qui occupera encore très longtemps une place de choix dans le classement des livres qui comptent et qu'il faut avoir lus.";5.0;1
La Chute;AlbertCamus;"Ce livre est très particulier dans l'oeuvre de Camus. Il s'agit d'une longue confession - en forme de monologue - d'un brillant avocat, nommé Jean-Baptiste Clamence, qui a tout quitté à la suite d'un incident qu'il considère comme une forfaiture impardonnable. Un jour, par lâcheté, il a laissé se noyer une jeune désespérée qui s'est jetée dans la Seine sous ses yeux. Depuis lors, il s'est exilé en Hollande, devenant un juge-pénitent dans un café quelconque. Il y aborde des inconnus pour leur raconter sa lamentable histoire et aussi pour essayer de les remettre en question dans leur vie personnelle. Mais, ce faisant, il n'a pas vraiment l'espoir d'échapper à sa culpabilité et à son pessimisme général sur l'humanité. Les bonnes intentions morales de ce livre sont évidentes et, de mon point de vue, très pesantes. Peut-être cet excès doit-il être pris au second degré ? Faut-il y voir de l'autodérision, à l'encontre la ""belle âme"" d'intellectuel de Camus lui-même ? Peut-être mais, même dans ce cas, je ne me sens pas du tout d'empathie pour le héros. Par ailleurs, le texte de ce bizarre roman est aussi décourageant pour le lecteur lambda: bavard, froid, grinçant, parfois grandiloquent. Décidément, je n'ai pas aimé ce livre !";1.0;-1
La Chute;AlbertCamus;Autant j'adore Albert Camus, autant j'ai été très étonnée et à la fois déçue de ce roman. D'un côté, l'on ne voit pas une seule seconde où le roman voulait en venir, d'autre part, son résumé de quatrième de couverture qui ouvre l'appétit n'est absolument pas le reflet du bouquin. Peut-être n'ais-je pas réussi à comprendre toute la subtilité du livre, mais je ne pensais pas pouvoir mettre un jour un Camus avec une seule étoile d'appréciation.;1.0;-1
La Chute;AlbertCamus;Eh beh ! Quelle claque ! Il est des textes qu'il faut relire des décennies plus tard, cela fait un bien fou. En tout cas moi cela m'a fait du bien. Ça repositionne les choses, les relativise, et ce, avec d'autant plus de majesté qu'en trente années, j'ai le recul, l'expérience et une connaissance de moi plus complète. Il a bien fallu les gravir les montagnes, mais à quel prix. La chute! Je sais comment j'ai agi et pourquoi. C'est ainsi que cette lecture est totalement différente aujourd'hui. J'ai beaucoup plus de points de comparaison pour sentir l'ironie de Camus et en prendre pour mon grade. A seize ans, que sait-on de soi-même. . . Mes maigres certitudes actuelles qui finalement n'en sont pas. Et ma générosité qui n'est en fait que l'amour de moi pour moi. J'ai tout aimé dans ce texte, tout. le narrateur discourt avec un personnage que l'on n'entend jamais autrement que par les questions ou réponses que reprend le narrateur, ce fameux juge-pénitent. La plume est vive et féroce. Rien ni personne n'est oublié, Camus est imparable et son regard perçant. Un très grand texte pour moi.;5.0;1
La Chute;AlbertCamus;Je l'ai lu il y a une dizaine d'années, mais j'avoue n'en avoir aucun souvenir, si ce n'est celui d'avoir peiné à le lire ... Bref, un RDV manqué, à renouveler peut-être?;1.0;-1
La Chute;AlbertCamus;L'homme qui réalise tardivement que la vie mondaine n'est qu'une imposture peut réagir par le détachement ou par l'aigreur. Comme nous savons que Camus n'est pas un des types les plus marrants qui soit, on ne s'étonnera pas d'apprendre que son personnage gagne en lucidité en même temps qu'en aversion pour la vie. Albert Camus prend surtout la pose dans ce roman. Il nous nous entraîne pas dans la dégringolade qu'il avait prévue pour nous, mais on retiendra quand même quelques jolies fulgurances de lucidité.;3.0;0
La Chute;AlbertCamus;Relation ambivalente avec ce roman que je viens de relire. Exemplaire monologue sur la nature humaine, dans ses lâchetés, ses excuses, son cynisme et parfois sa lucidité, et dessous tout cela, dans sa culpabilité, irréparable, irrécupérable. La ressemblance avec les confessions que l'on peut entendre dans un cabinet de psy est saisissante. le style, bon (avec une tripotée de slogans à faire pâlir un syndicaliste), bien que bavard, mais c'est voulu - l'avalanche de phrases pour enrober, masquer et finalement mettre en valeur cette culpabilité larvée -, le portrait, complet. Reste que le personnage m'apparaît toujours plus antipathique... Un bon livre car suscitant suffisamment le malaise pour se questionner sur nos propres lâchetés, peut-être.;3.0;0
La Chute;AlbertCamus;"J'avais fort peu goûté ""L'étranger"", je ne m'en sors donc pas trop mal avec cette relecture de ""La chute"", presque vingt ans après la première tentative qui m'avait trouvée bien désarmée devant la prose de Camus. Forcément, avec vingt ans de plus (punaise, vingt ans ! ) et une expérience de la nature humaine mieux développée, je suis plus à même de comprendre ce long monologue aux allures de soliloque -la chutedu roman (sans jeu de mots) me fait en effet davantage penser à un examen de conscience doublé d'une auto-psychanalyse qu'à une confession - même si l'humilité la plus fondamentale me contraint à avouer que certains passages sont restés bien opaques à ma petite cervelle. Le narrateur se confie àl'étranger(toujours pas de subtil jeu de mots) de passage dans son bar fétiche, sur le port d'Amsterdam, et bien qu'il le découvrira seulement après s'être confessé, il se trouve que cet étranger lui ressemble fort et exerce la même profession que lui - il est avocat. Cette tendresse particulière et instinctive du narrateur pour son auditeur entraîne la confiance puis les confidences. Mais de quoi parle ce livre, nom d'un petit bonhomme ? Une chute. La chute. Une chute qui entraînela chute. La chuted'une jeune femme dans les eaux sombres de la Seine provoquela chutemorale du narrateur. Lui dont la vocation est de défendre son prochain sans le juger, lui dont la vie privée n'est que facilité et jouissances, se rend compte brutalement que lui aussi peut être jugé, et sévèrement, après s'être refusé à secourir une citoyenne en détresse au moment de son suicide, survenu presque sous ses yeux. Après cet incident, la vérité lui saute aux yeux : on ne peut échapper aux jugements des autres, ni vivant, ni mort ; ni bon, ni mauvais ; ni méritant, ni criminel. Dès lors, inutile de s'en faire, ni de chercher une rédemption qui ne viendra jamais, le bonheur de l'être humain réside dans l'acceptation de sa duplicité. ""J'ai accepté la duplicité au lieu de m'en désoler. Je m'y suis installé, au contraire, et j'y ai trouvé le confort que j'ai cherché toute ma vie. J'ai eu tort, au fond, de vous dire que l'essentiel était d'éviter le jugement. L'essentiel est de pouvoir tout se permettre, quitte à professer de temps en temps, à grand cris, sa propre indignité. Je me permets tout, à nouveau, et sans rire, cette fois. Je n'ai pas changé de vie, je continue de m'aimer et de me servir des autres. ""Le monologue du narrateur s'articule en six périodes axées, au centre du roman, par la fameuse chute de la malheureuse jeune femme dans la Seine et qui n'aura pas reçu le secours du narrateur. Camus développe autour du thème du jugement, ceux de la justice, de la liberté, de l'estime de soi, des relations sociales, de l'amour et de la finalité de l'existence, toute philosophie qui, sans me désintéresser, ne me passionne pas excessivement et le propos de Camus, souvent verbeux, a le mérite de rester digeste parce que concis. On pourrait, à l'envi, débobiner consciemment chacune de ses phrases et se retrouver très vite avec un épais traité de philosophie entre les mains mais je laisse ce labeur aux amateurs. Tout comme il y a vingt ans sur les bancs du lycée, je me prescris la philosophie en doses homéopathiques. Challenge ABC 2015 - 2016Challenge PETITS PLAISIRS 2014 - 2015Challenge de lecture 2015 - Un livre lu à l'école que vous n'aviez pas aimé";4.0;1
La Chute;AlbertCamus;"« Dans le port d'Amsterdam, Y a des marins qui chantentLes rêves qui les hantent. . . »Dans ce bar d'Amsterdam, il y a Jean-Baptiste Clamance qui se proclame juge-pénitent, hanté qu'il est par le souvenir d'une jeune femme qu'il n'a pas sauvée de la noyade. Autrefois avocat réputé à Paris, homme mondain, généreux, apprécié de tous et toutes, il a quitté sa vie d'aises et de luxe pour s'exiler à Amsterdam, qu'il considère comme l'une des portes de l'Enfer. Il exerce désormais ses talents d'orateur dans un bar interlope, où tous les soirs, il confesse publiquement ses fautes jusqu'à la lie, pour ensuite renvoyer ses interlocuteurs à leurs propres culpabilités. Pourquoi ce changement de vie radical, cet exil, cette chute ? Parce qu'en l'espace d'un instant, la conscience de Clamance a basculé dans l'abîme de la vérité et a découvert le sentiment de culpabilité. Cet instant, c'est celui où, sur un quai de Paris, il a assisté à une autre chute, celle d'une jeune candidate au suicide dans la Seine, et où il n'a rien tenté pour la sauver. Mais avant cette/ces chute(s), il y a un autre moment, plus fugace, quelques mois plus tôt, où sa conscience endormie avait frémi et commencé à se réveiller : au cours d'une promenade nocturne et solitaire, un rire anonyme dans l'obscurité l'avait atteint au plus profond, sans qu'il en mesure encore tout l'impact. Etait-ce un rire moqueur, en était-il la cible, si oui, pourquoi ? Qu'avait-il donc de risible, de ridicule ? ""Il a fallu d'abord que ce rire perpétuel, et les rieurs, m'apprissent à voir plus clair en moi, à découvrir enfin que je n'étais pas simple"". Taraudé par ces questions, blessé par cette moquerie supposée, Clamance a commencé de réaliser que sa vie bourgeoise et lui-même ne sont que vanité, écran de fumée, hypocrisie, superficialité, égoïsme, vide abyssal, médiocrité. Lui, l'avocat qui défendait ses clients sans juger leurs comportements et qui se croyait tellement supérieur, hors d'atteinte du jugement du commun des mortels, tombe des nues en découvrant qu'il est un lâche, ou un indifférent, capable de laisser un être humain se noyer. Ce choc déclenche une profonde remise en question, un examen de conscience radical et absolu. A travers son auto-mise en accusation, il cherche (vainement) sa rédemption, et voudrait, par ricochet, provoquer celle de l'humanité : puisqu'il se juge et s'accuse sans complaisance, il a le droit de juger les autres, pour leur faire prendre conscience de leurs propres fautes. « La chute » est un monologue intelligent, d'une noirceur brillante, féroce, lucide, implacable, moralisateur, un miroir qui renvoie son cruel reflet à une certaine bourgeoisie égoïste et orgueilleuse. Ce texte pousse à la réflexion, à un questionnement existentiel sur le sens de la vie, la sincérité ou la duplicité des relations, la liberté, l'image de soi, la culpabilité. Même si je ne me suis pas vraiment senti concernée par le sort du narrateur, j'ai trouvé ce personnage (et ses semblables, ces gens sûrs d'eux, imbus d'eux-mêmes, convaincus de leur supériorité, de leur quasi-perfection et ne se remettant jamais en question) fascinant. Et l'analyse philosophico-psychologique du processus de sa chute encore davantage, tant il tombe de haut. Un vertige difficile à concevoir, je crois, quand on est soi-même la proie d'un envahissant et chronique sentiment d'infériorité (mais c'est une autre histoire et un autre débat). Quoi qu'il en soit, ce roman distille de l'humain, aveugle à sa propre nature, une vision pessimiste et peu engageante mais, me semble-t-il, pas totalement désespérée. Lien : https: //voyagesaufildespages. .";4.0;1
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;S'il ne fallait juger deProustqu'à l'aune de cet Amour de Swann, le verdict serait cruel. le narrateur frivole et immature se perd dans des bavardages interminables alors que son histoire rivalise objectivement avec la moyenne de n'importe quelle autre bluette. Swann est un digne héritier du bovarysme, vivant son amour entre les sphères étroites de son crâne, et comme si cela ne suffisait pas, on le découvre également atteint par cette décadence qui lui fait désirer ce qu'il ne peut obtenir et rejeter ce qu'il reçoit. « [ ] il appartenait à cette catégorie d'hommes intelligents qui ont vécu dans l'oisiveté et qui cherchent une consolation et peut-être une excuse dans l'idée que cette oisiveté offre à leur intelligence des objets aussi dignes d'intérêt que pourrait faire l'art ou l'étude, que la « Vie » contient des situations plus intéressantes, plus romanesques que tous les romans. »L'écriture serrée ne laisse pas de répit au lecteur, coincé entre des phrases aux périodes interminables, soumis aux affirmations d'unMarcel Prousten quête de réponse aux questions qu'il se pose apparemment frénétiquement. Toute tentative d'analyse psychologique personnelle sera fortement empêchée par les assertions péremptoires d'un narrateur sans répit. Si la lecture d'un Amour de Swannse termine avec soulagement, l'exploration du paysage imaginaire deMarcel Proustne peut cependant pas commencer et se terminer là. Il est absurde d'extraire une partie seulement de la grande somme romanesque du Temps retrouvé si on cherche à comprendre la démarche globale d'écriture deProust. Au-delà des démonstrations bavardes et appuyées qui remplissaientun Amour de Swannse dégage une appréhension inquiète de l'existence qui mérite certainement un regard plus ample que cette seule partie. Comme s'il se suffisait à lui-même, les éditeurs n'ont pas fait un cadeau àMarcel Prousten extrayant ce chapitre de son ensemble.;3.0;0
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;Je sais que c'est un classique et que tout étudiant en littérature française se doit de lire et d'aimer cette oeuvre, mais pour moi, ce n'est que le délire nombriliste d'un auteur qui adore ralentir le temps et qui déteste la ponctuation.;2.0;-1
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;C'est bien ce dont je me souvenais. Proust m'ennuie profondément. Désolée pour les amateurs, voire les inconditionnels. Cette lecture confirme mon souvenir. Des phrases interminables pour raconter pas grand-chose. Swann passe du désir à la jalousie , puis à l'ennui pour Odette, femme de peu de cervelle. De dîners en soirées mondaines, c'est l'analyse psychologique d'une société oisive et superficielle. D'aucuns admirent ce style ampoulé et tarabiscoté, ces phrases de parfois une page, où l'on ne sait plus de quoi on parle, ces conversations futiles…. Personnellement, je n'y ai pas trouvé de plaisir. J'espère que Mickaël Uras me pardonnera.;1.0;-1
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;le livre que j'ai le plus détesté...rien ne m'a intéressée,ni l'intrigue ni les personnages...quand j'entends des écrivains dire que Proust est un génie,je me demande si nous vivons bien sur la même planète et si nous parlons bien du même écrivain!;1.0;-1
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;"Devant le lire dans un cadre scolaire, j'ai d'abord renaclé à simplement ouvrir ce livre. Pourtant, je m'y suis mise et petit à petit, sans trop m'en rendre compte, j'ai fini par me plonger dans ce texte. Il est vrai que le début m'a paru lourd, lent, difficile à intégrer et à apprécier, mais une fois que le lecteur a persévérer et a donc toutes les clés, l'histoire se révèle et se développe. Les liens, les conséquences se tissent sous nos yeux, on participe et on s'interroge. On s'intéresse et on prédit. La fin parait alors presque brutale et on a cette sensation de trop peu, d'être coupé au milieu de l'action. J'ignore si j'aurai la force de le relire, mais je suis heureuse de l'avoir initialement fait et cela me conforte dans mon désir de continuer ma découverte des ""classiques"" français.";3.0;0
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;J'ai du m'y reprendre à plusieurs fois pour dépasser le stade des premières pages, tant le style est lourd, lourd. mais passé cet obstacle j'ai fini par me laisser bercer par cette écriture, cet intime. C'est tout de même colossal rien n'estlaissé au hasard, rien n'est oublié, le plus petit souvenir, le moindre frémissement, une prose envoutante. Ne pas se laisser décourager, j'ai fini par regretter d'avoir fini ma lecture, je pense qu'il faut une certaine maturité pour se laisser glisser dans cet univers cotonneux, aux doux relents nostaligiques.;3.0;0
A la recherche du temps perdu, tome 1 : Du côté de chez Swan, un amour de Swan (2/2);MarcelProust;Il était temps de découvrirMarcel Proust! Combien de fois n'ai-je pas entendu quelqu'un citéProustau détour d'une discussion ? Mais ne pouvant répondre aux propos tenus, il fallait que je découvre ce fameux écrivain que certains érigent comme le dieu de la littérature française ou qui rêveraient que l'on dise de la langue française qu'elle est la langue deProustet non deMolière. Je commence ma découverte deProustavec « Un amour de Swann » tout simplement car il est le plus court de ses romans. Qu'est-ce que j'en pense ? L'histoire en elle-même n'est pas révolutionnaire, j'ai un sentiment de déjà vu. C'est bien mais rien de nouveau sous le soleil. Mais alors qu'est-ce qui fait queProustsort de l'ordinaire ? Je vous le donne en cent, je vous le donne en mille son style ! le fameux style proustien, si vanté par les amateurs deProust. Je trouve son style charmant. En effet, c'est un style unique comme celui de Céline. Mais je pense qu'écouterProustest plus plaisant que le lire. (J'ai écouté des bouts de la lecture commune faite par la comédie française et cela m'était plus plaisant personnellement. )Ce que j'ai adoré dans le roman, ce sont les attaques à l'encontre des salons mondains qui m'ont fait sourire. Une société ridicule et hypocrite qui fait tomber des têtes aussi vite que la guillotine pendant la Terreur. Piquant et moqueur, j'apprécie ! Assez hypocrite de la part deProustqui fréquentera jusqu'à la fin de sa vie ces salons mais peut-être que ces critiques en deviennent plus savoureuses ? En conclusion, je suis contente d'avoir découvertProustpour premièrement y donner mon avis lorsqu'il apparaîtra dans une discussion, deuxièmement pour avoir découvert ce style si loué et troisièmement pour ces piques ! Je continuerai la recherche mais pas pour tout de suite.;3.5;0
